Group (L0),Level,Is Basic,New Primary Hierarchy,New Primary Category,New Display Name,Basic Level Category,Old Primary Hierarchy,Old Primary Category,Added,Renamed,Removed,Redirect To
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > japanese_restaurant,japanese_restaurant,Japanese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > japanese_restaurant,japanese_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > japanese_restaurant > sushi_restaurant,sushi_restaurant,Sushi Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > japanese_restaurant > sushi_restaurant,sushi_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > korean_restaurant,korean_restaurant,Korean Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > korean_restaurant,korean_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > mongolian_restaurant,mongolian_restaurant,Mongolian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > mongolian_restaurant,mongolian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > taiwanese_restaurant,taiwanese_restaurant,Taiwanese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > taiwanese_restaurant,taiwanese_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > asian_restaurant > ramen_restaurant,ramen_restaurant,Ramen Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > ramen_restaurant,ramen_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant,south_asian_restaurant,South Asian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant,south_asian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > bangladeshi_restaurant,bangladeshi_restaurant,Bangladeshi Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > bangladeshi_restaurant,bangladeshi_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > himalayan_restaurant,himalayan_restaurant,Himalayan Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > himalayan_restaurant,himalayan_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > himalayan_restaurant > nepalese_restaurant,nepalese_restaurant,Nepalese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > himalayan_restaurant > nepalese_restaurant,nepalese_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant,indian_restaurant,Indian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant,indian_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > bengali_restaurant,bengali_restaurant,Bengali Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > bengali_restaurant,bengali_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > chettinad_restaurant,chettinad_restaurant,Chettinad Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > chettinad_restaurant,chettinad_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > gujarati_restaurant,gujarati_restaurant,Gujarati Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > gujarati_restaurant,gujarati_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > hyderabadi_restaurant,hyderabadi_restaurant,Hyderabadi Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > hyderabadi_restaurant,hyderabadi_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > north_indian_restaurant,north_indian_restaurant,North Indian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > north_indian_restaurant,north_indian_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > punjabi_restaurant,punjabi_restaurant,Punjabi Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > punjabi_restaurant,punjabi_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > rajasthani_restaurant,rajasthani_restaurant,Rajasthani Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > rajasthani_restaurant,rajasthani_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > south_indian_restaurant,south_indian_restaurant,South Indian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > indian_restaurant > south_indian_restaurant,south_indian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > pakistani_restaurant,pakistani_restaurant,Pakistani Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > pakistani_restaurant,pakistani_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > sri_lankan_restaurant,sri_lankan_restaurant,Sri Lankan Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > sri_lankan_restaurant,sri_lankan_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > tibetan_restaurant,tibetan_restaurant,Tibetan Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > south_asian_restaurant > tibetan_restaurant,tibetan_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant,southeast_asian_restaurant,Southeast Asian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant,southeast_asian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > burmese_restaurant,burmese_restaurant,Burmese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > burmese_restaurant,burmese_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > cambodian_restaurant,cambodian_restaurant,Cambodian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > cambodian_restaurant,cambodian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > filipino_restaurant,filipino_restaurant,Filipino Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > filipino_restaurant,filipino_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > indonesian_restaurant,indonesian_restaurant,Indonesian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > indonesian_restaurant,indonesian_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > indonesian_restaurant > sundanese_restaurant,sundanese_restaurant,Sundanese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > indonesian_restaurant > sundanese_restaurant,sundanese_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > laotian_restaurant,laotian_restaurant,Laotian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > laotian_restaurant,laotian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > malaysian_restaurant,malaysian_restaurant,Malaysian Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > malaysian_restaurant,malaysian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > nasi_restaurant,nasi_restaurant,Nasi Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > nasi_restaurant,nasi_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > singaporean_restaurant,singaporean_restaurant,Singaporean Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > singaporean_restaurant,singaporean_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > thai_restaurant,thai_restaurant,Thai Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > thai_restaurant,thai_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > vietnamese_restaurant,vietnamese_restaurant,Vietnamese Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > vietnamese_restaurant,vietnamese_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > asian_restaurant > wok_restaurant,wok_restaurant,Wok Restaurant,restaurant,food_and_drink > restaurant > asian_restaurant > wok_restaurant,wok_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > bar_and_grill_restaurant,bar_and_grill_restaurant,Bar and Grill Restaurant,restaurant,food_and_drink > restaurant > bar_and_grill_restaurant,bar_and_grill_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > breakfast_and_brunch_restaurant,breakfast_and_brunch_restaurant,Breakfast and Brunch Restaurant,restaurant,food_and_drink > restaurant > breakfast_and_brunch_restaurant,breakfast_and_brunch_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > breakfast_and_brunch_restaurant > pancake_house,pancake_house,Pancake House,restaurant,food_and_drink > restaurant > breakfast_and_brunch_restaurant > pancake_house,pancake_house,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > breakfast_and_brunch_restaurant > waffle_restaurant,waffle_restaurant,Waffle Restaurant,restaurant,food_and_drink > restaurant > breakfast_and_brunch_restaurant > waffle_restaurant,waffle_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > buffet_restaurant,buffet_restaurant,Buffet Restaurant,restaurant,food_and_drink > restaurant > buffet_restaurant,buffet_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > cafeteria,cafeteria,Cafeteria,restaurant,food_and_drink > restaurant > cafeteria,cafeteria,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > comfort_food_restaurant,comfort_food_restaurant,Comfort Food Restaurant,restaurant,food_and_drink > restaurant > comfort_food_restaurant,comfort_food_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > diy_foods_restaurant,diy_foods_restaurant,DIY Foods Restaurant,restaurant,food_and_drink > restaurant > diy_foods_restaurant,diy_foods_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > dumpling_restaurant,dumpling_restaurant,Dumpling Restaurant,restaurant,food_and_drink > restaurant > dumpling_restaurant,dumpling_restaurant,,,,
food_and_drink,2,FALSE,food_and_drink > restaurant > european_restaurant,european_restaurant,European Restaurant,restaurant,food_and_drink > restaurant > european_restaurant,european_restaurant,,,,
food_and_drink,3,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant,central_european_restaurant,Central European Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant,central_european_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > austrian_restaurant,austrian_restaurant,Austrian Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > austrian_restaurant,austrian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > czech_restaurant,czech_restaurant,Czech Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > czech_restaurant,czech_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > german_restaurant,german_restaurant,German Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > german_restaurant,german_restaurant,,,,
food_and_drink,5,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > german_restaurant > fischbrotchen_restaurant,fischbrotchen_restaurant,Fischbrotchen Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > german_restaurant > fischbrotchen_restaurant,fischbrotchen_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > hungarian_restaurant,hungarian_restaurant,Hungarian Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > hungarian_restaurant,hungarian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > polish_restaurant,polish_restaurant,Polish Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > polish_restaurant,polish_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > schnitzel_restaurant,schnitzel_restaurant,Schnitzel Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > schnitzel_restaurant,schnitzel_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > slovakian_restaurant,slovakian_restaurant,Slovakian Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > slovakian_restaurant,slovakian_restaurant,,,,
food_and_drink,4,FALSE,food_and_drink > restaurant > european_restaurant > central_european_restaurant > swiss_restaurant,swiss_restaurant,Swiss Restaurant,restaurant,food_and_drink > restaurant > european_restaurant > central_european_restaurant > swiss_restaurant,swiss_restaurant,,,,
