New Primary Category,New Primary Hierarchy,Basic Level Category,Old Primary Category,Old Primary Hierarchy
french_restaurant,food_and_drink > restaurant > european_restaurant > western_european_restaurant > french_restaurant,restaurant,french_restaurant,eat_and_drink > restaurant > french_restaurant
brasserie,food_and_drink > restaurant > european_restaurant > western_european_restaurant > french_restaurant > brasserie,restaurant,brasserie,eat_and_drink > restaurant > brasserie
irish_restaurant,food_and_drink > restaurant > european_restaurant > western_european_restaurant > irish_restaurant,restaurant,irish_restaurant,eat_and_drink > restaurant > irish_restaurant
scottish_restaurant,food_and_drink > restaurant > european_restaurant > western_european_restaurant > scottish_restaurant,restaurant,scottish_restaurant,eat_and_drink > restaurant > scottish_restaurant
welsh_restaurant,food_and_drink > restaurant > european_restaurant > western_european_restaurant > welsh_restaurant,restaurant,,
haute_cuisine_restaurant,food_and_drink > restaurant > haute_cuisine_restaurant,restaurant,haute_cuisine_restaurant,eat_and_drink > restaurant > haute_cuisine_restaurant
international_fusion_restaurant,food_and_drink > restaurant > international_fusion_restaurant,restaurant,international_restaurant,eat_and_drink > restaurant > international_restaurant
asian_fusion_restaurant,food_and_drink > restaurant > international_fusion_restaurant > asian_fusion_restaurant,restaurant,asian_fusion_restaurant,eat_and_drink > restaurant > asian_restaurant > asian_fusion_restaurant
latin_fusion_restaurant,food_and_drink > restaurant > international_fusion_restaurant > latin_fusion_restaurant,restaurant,,
pan_asian_restaurant,food_and_drink > restaurant > international_fusion_restaurant > pan_asian_restaurant,restaurant,pan_asian_restaurant,eat_and_drink > restaurant > asian_restaurant > pan_asian_restaurant
latin_american_restaurant,food_and_drink > restaurant > latin_american_restaurant,restaurant,latin_american_restaurant,eat_and_drink > restaurant > latin_american_restaurant
caribbean_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant,restaurant,caribbean_restaurant,eat_and_drink > restaurant > caribbean_restaurant
cuban_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > cuban_restaurant,restaurant,cuban_restaurant,eat_and_drink > restaurant > latin_american_restaurant > cuban_restaurant
dominican_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > dominican_restaurant,restaurant,dominican_restaurant,eat_and_drink > restaurant > caribbean_restaurant > dominican_restaurant
haitian_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > haitian_restaurant,restaurant,haitian_restaurant,eat_and_drink > restaurant > caribbean_restaurant > haitian_restaurant
jamaican_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > jamaican_restaurant,restaurant,jamaican_restaurant,eat_and_drink > restaurant > caribbean_restaurant > jamaican_restaurant
puerto_rican_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > puerto_rican_restaurant,restaurant,puerto_rican_restaurant,eat_and_drink > restaurant > latin_american_restaurant > puerto_rican_restaurant
trinidadian_restaurant,food_and_drink > restaurant > latin_american_restaurant > caribbean_restaurant > trinidadian_restaurant,restaurant,trinidadian_restaurant,eat_and_drink > restaurant > caribbean_restaurant > trinidadian_restaurant
central_american_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant,restaurant,,
belizean_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > belizean_restaurant,restaurant,belizean_restaurant,eat_and_drink > restaurant > latin_american_restaurant > belizean_restaurant
costa_rican_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > costa_rican_restaurant,restaurant,costa_rican_restaurant,eat_and_drink > restaurant > latin_american_restaurant > costa_rican_restaurant
guatemalan_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > guatemalan_restaurant,restaurant,guatemalan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > guatemalan_restaurant
honduran_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > honduran_restaurant,restaurant,honduran_restaurant,eat_and_drink > restaurant > latin_american_restaurant > honduran_restaurant
nicaraguan_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > nicaraguan_restaurant,restaurant,nicaraguan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > nicaraguan_restaurant
panamanian_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > panamanian_restaurant,restaurant,panamanian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > panamanian_restaurant
salvadoran_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > salvadoran_restaurant,restaurant,salvadoran_restaurant,eat_and_drink > restaurant > latin_american_restaurant > salvadoran_restaurant
empanada_restaurant,food_and_drink > restaurant > latin_american_restaurant > empanada_restaurant,restaurant,empanadas,eat_and_drink > restaurant > empanadas
mexican_restaurant,food_and_drink > restaurant > latin_american_restaurant > mexican_restaurant,restaurant,mexican_restaurant,eat_and_drink > restaurant > latin_american_restaurant > mexican_restaurant
south_american_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant,restaurant,,
argentine_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > argentine_restaurant,restaurant,argentine_restaurant,eat_and_drink > restaurant > latin_american_restaurant > argentine_restaurant
bolivian_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > bolivian_restaurant,restaurant,bolivian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > bolivian_restaurant
brazilian_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > brazilian_restaurant,restaurant,brazilian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > brazilian_restaurant
chilean_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > chilean_restaurant,restaurant,chilean_restaurant,eat_and_drink > restaurant > latin_american_restaurant > chilean_restaurant
colombian_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > colombian_restaurant,restaurant,colombian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > colombian_restaurant
ecuadorian_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > ecuadorian_restaurant,restaurant,ecuadorian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > ecuadorian_restaurant
paraguayan_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > paraguayan_restaurant,restaurant,paraguayan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > paraguayan_restaurant
peruvian_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > peruvian_restaurant,restaurant,peruvian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > peruvian_restaurant
surinamese_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > surinamese_restaurant,restaurant,,
uruguayan_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > uruguayan_restaurant,restaurant,uruguayan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > uruguayan_restaurant
venezuelan_restaurant,food_and_drink > restaurant > latin_american_restaurant > south_american_restaurant > venezuelan_restaurant,restaurant,venezuelan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > venezuelan_restaurant
taco_restaurant,food_and_drink > restaurant > latin_american_restaurant > taco_restaurant,restaurant,taco_restaurant,eat_and_drink > restaurant > taco_restaurant
texmex_restaurant,food_and_drink > restaurant > latin_american_restaurant > texmex_restaurant,restaurant,texmex_restaurant,eat_and_drink > restaurant > latin_american_restaurant > texmex_restaurant
meat_restaurant,food_and_drink > restaurant > meat_restaurant,restaurant,meat_restaurant,eat_and_drink > restaurant > meat_restaurant
meat_restaurant,food_and_drink > restaurant > meat_restaurant,restaurant,dog_meat_restaurant,eat_and_drink > restaurant > dog_meat_restaurant
barbecue_restaurant,food_and_drink > restaurant > meat_restaurant > barbecue_restaurant,restaurant,barbecue_restaurant,eat_and_drink > restaurant > barbecue_restaurant
burger_restaurant,food_and_drink > restaurant > meat_restaurant > burger_restaurant,restaurant,burger_restaurant,eat_and_drink > restaurant > burger_restaurant
cheesesteak_restaurant,food_and_drink > restaurant > meat_restaurant > cheesesteak_restaurant,restaurant,cheesesteak_restaurant,eat_and_drink > restaurant > cheesesteak_restaurant
chicken_restaurant,food_and_drink > restaurant > meat_restaurant > chicken_restaurant,chicken_restaurant,chicken_restaurant,eat_and_drink > restaurant > chicken_restaurant
chicken_wings_restaurant,food_and_drink > restaurant > meat_restaurant > chicken_wings_restaurant,chicken_restaurant,chicken_wings_restaurant,eat_and_drink > restaurant > chicken_wings_restaurant
curry_sausage_restaurant,food_and_drink > restaurant > meat_restaurant > curry_sausage_restaurant,restaurant,curry_sausage_restaurant,eat_and_drink > restaurant > curry_sausage_restaurant
hot_dog_restaurant,food_and_drink > restaurant > meat_restaurant > hot_dog_restaurant,restaurant,hot_dog_restaurant,eat_and_drink > restaurant > hot_dog_restaurant
meatball_restaurant,food_and_drink > restaurant > meat_restaurant > meatball_restaurant,restaurant,meatball_restaurant,eat_and_drink > restaurant > meatball_restaurant
rotisserie_chicken_restaurant,food_and_drink > restaurant > meat_restaurant > rotisserie_chicken_restaurant,chicken_restaurant,rotisserie_chicken_restaurant,eat_and_drink > restaurant > rotisserie_chicken_restaurant
steakhouse,food_and_drink > restaurant > meat_restaurant > steakhouse,restaurant,steakhouse,eat_and_drink > restaurant > steakhouse
venison_restaurant,food_and_drink > restaurant > meat_restaurant > venison_restaurant,restaurant,venison_restaurant,eat_and_drink > restaurant > venison_restaurant
wild_game_meats_restaurant,food_and_drink > restaurant > meat_restaurant > wild_game_meats_restaurant,restaurant,wild_game_meats_restaurant,eat_and_drink > restaurant > wild_game_meats_restaurant
middle_eastern_restaurant,food_and_drink > restaurant > middle_eastern_restaurant,restaurant,middle_eastern_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant
arabian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > arabian_restaurant,restaurant,arabian_restaurant,eat_and_drink > restaurant > arabian_restaurant
armenian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > armenian_restaurant,restaurant,armenian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > armenian_restaurant
azerbaijani_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > azerbaijani_restaurant,restaurant,azerbaijani_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > azerbaijani_restaurant
falafel_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > falafel_restaurant,restaurant,falafel_restaurant,eat_and_drink > restaurant > falafel_restaurant
georgian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > georgian_restaurant,restaurant,georgian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > georgian_restaurant
israeli_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > israeli_restaurant,restaurant,israeli_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > israeli_restaurant
kofta_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > kofta_restaurant,restaurant,kofta_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > kofta_restaurant
kurdish_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > kurdish_restaurant,restaurant,kurdish_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > kurdish_restaurant
lebanese_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > lebanese_restaurant,restaurant,lebanese_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > lebanese_restaurant
palestinian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > palestinian_restaurant,restaurant,,
persian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > persian_restaurant,restaurant,persian_iranian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > persian_iranian_restaurant
syrian_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > syrian_restaurant,restaurant,syrian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > syrian_restaurant
turkish_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > turkish_restaurant,restaurant,turkish_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > turkish_restaurant
doner_kebab_restaurant,food_and_drink > restaurant > middle_eastern_restaurant > turkish_restaurant > doner_kebab_restaurant,restaurant,doner_kebab,eat_and_drink > restaurant > doner_kebab
