Basic hierarchy,Basic label,Modified,Remove from V1,Match type,Overture label,Overture hierarchy
Eating or drinking location > Restaurant,restaurant,,,NARROWER,ecuadorian_restaurant,eat_and_drink > restaurant > latin_american_restaurant > ecuadorian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,egyptian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > egyptian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,empanadas,eat_and_drink > restaurant > empanadas
Eating or drinking location > Restaurant,restaurant,,,NARROWER,ethiopian_restaurant,eat_and_drink > restaurant > african_restaurant > ethiopian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,european_restaurant,eat_and_drink > restaurant > european_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,falafel_restaurant,eat_and_drink > restaurant > falafel_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,filipino_restaurant,eat_and_drink > restaurant > asian_restaurant > filipino_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,fischbrotchen_restaurant,eat_and_drink > restaurant > fischbrotchen_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,fish_and_chips_restaurant,eat_and_drink > restaurant > fish_and_chips_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,fish_restaurant,eat_and_drink > restaurant > fish_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,flatbread_restaurant,eat_and_drink > restaurant > flatbread_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,fondue_restaurant,eat_and_drink > restaurant > fondue_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,french_restaurant,eat_and_drink > restaurant > french_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,gastropub,eat_and_drink > restaurant > gastropub
Eating or drinking location > Restaurant,restaurant,,,NARROWER,georgian_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > georgian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,german_restaurant,eat_and_drink > restaurant > german_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,gluten_free_restaurant,eat_and_drink > restaurant > gluten_free_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,greek_restaurant,eat_and_drink > restaurant > mediterranean_restaurant > greek_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,guamanian_restaurant,eat_and_drink > restaurant > guamanian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,guatemalan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > guatemalan_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,haitian_restaurant,eat_and_drink > restaurant > caribbean_restaurant > haitian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,halal_restaurant,eat_and_drink > restaurant > halal_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,haute_cuisine_restaurant,eat_and_drink > restaurant > haute_cuisine_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,hawaiian_restaurant,eat_and_drink > restaurant > hawaiian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,health_food_restaurant,eat_and_drink > restaurant > health_food_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,himalayan_nepalese_restaurant,eat_and_drink > restaurant > himalayan_nepalese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,honduran_restaurant,eat_and_drink > restaurant > latin_american_restaurant > honduran_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,hong_kong_style_cafe,eat_and_drink > restaurant > asian_restaurant > hong_kong_style_cafe
Eating or drinking location > Restaurant,restaurant,,,NARROWER,hot_dog_restaurant,eat_and_drink > restaurant > hot_dog_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,hungarian_restaurant,eat_and_drink > restaurant > hungarian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,iberian_restaurant,eat_and_drink > restaurant > iberian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,indian_restaurant,eat_and_drink > restaurant > indian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,indo_chinese_restaurant,eat_and_drink > restaurant > asian_restaurant > indo_chinese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,indonesian_restaurant,eat_and_drink > restaurant > asian_restaurant > indonesian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,international_restaurant,eat_and_drink > restaurant > international_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,irish_restaurant,eat_and_drink > restaurant > irish_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,israeli_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > israeli_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,italian_restaurant,eat_and_drink > restaurant > italian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,jamaican_restaurant,eat_and_drink > restaurant > caribbean_restaurant > jamaican_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,japanese_restaurant,eat_and_drink > restaurant > asian_restaurant > japanese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,jewish_restaurant,eat_and_drink > restaurant > jewish_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,kofta_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > kofta_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,korean_restaurant,eat_and_drink > restaurant > asian_restaurant > korean_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,kosher_restaurant,eat_and_drink > restaurant > kosher_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,kurdish_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > kurdish_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,laotian_restaurant,eat_and_drink > restaurant > asian_restaurant > laotian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,latin_american_restaurant,eat_and_drink > restaurant > latin_american_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,lebanese_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant > lebanese_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,live_and_raw_food_restaurant,eat_and_drink > restaurant > live_and_raw_food_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,malaysian_restaurant,eat_and_drink > restaurant > asian_restaurant > malaysian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,meat_restaurant,eat_and_drink > restaurant > meat_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,meatball_restaurant,eat_and_drink > restaurant > meatball_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,mediterranean_restaurant,eat_and_drink > restaurant > mediterranean_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,mexican_restaurant,eat_and_drink > restaurant > latin_american_restaurant > mexican_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,middle_eastern_restaurant,eat_and_drink > restaurant > middle_eastern_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,molecular_gastronomy_restaurant,eat_and_drink > restaurant > molecular_gastronomy_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,mongolian_restaurant,eat_and_drink > restaurant > asian_restaurant > mongolian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,moroccan_restaurant,eat_and_drink > restaurant > african_restaurant > moroccan_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,nasi_restaurant,eat_and_drink > restaurant > nasi_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,nicaraguan_restaurant,eat_and_drink > restaurant > latin_american_restaurant > nicaraguan_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,nigerian_restaurant,eat_and_drink > restaurant > african_restaurant > nigerian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,noodles_restaurant,eat_and_drink > restaurant > asian_restaurant > noodles_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,norwegian_restaurant,eat_and_drink > restaurant > scandinavian_restaurant > norwegian_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,oriental_restaurant,eat_and_drink > restaurant > oriental_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,pakistani_restaurant,eat_and_drink > restaurant > pakistani_restaurant
Eating or drinking location > Restaurant,restaurant,,,NARROWER,pan_asian_restaurant,eat_and_drink > restaurant > asian_restaurant > pan_asian_restaurant
