_col0,primary_category,basic_category,primary,hierarchy,alternates
968,egyptian_restaurant,restaurant,egyptian_restaurant,"[""food_and_drink"",""restaurant"",""african_restaurant"",""north_african_restaurant"",""egyptian_restaurant""]",
27,elder_care_planning,social_or_community_service,elder_care_planning,"[""services_and_business"",""professional_service"",""elder_care_planning""]",
15986,electric_utility_provider,electric_utility_service,electric_utility_provider,"[""community_and_government"",""public_utility_provider"",""electric_utility_provider""]",
2,electrical_consultant,electrical_service,electrician,"[""services_and_business"",""home_service"",""electrician""]",
8093,electrical_supply_store,specialty_store,electrical_supply_store,"[""shopping"",""specialty_store"",""home_and_garden_store"",""electrical_supply_store""]",
4507,electrical_wholesaler,wholesaler,electrical_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""electrical_wholesaler""]",
126946,electrician,electrical_service,electrician,"[""services_and_business"",""home_service"",""electrician""]",
3707,electricity_supplier,electric_utility_service,electric_utility_provider,"[""community_and_government"",""public_utility_provider"",""electric_utility_provider""]",
4434,electronic_parts_supplier,b2b_supplier_distributor,electronic_parts_supplier,"[""services_and_business"",""business_to_business"",""supplier_distributor"",""electronic_parts_supplier""]",
263064,electronics,electronics_store,electronics_store,"[""shopping"",""specialty_store"",""electronics_store""]",
2046,electronics_repair_shop,electronic_repiar_service,electronics_repair_shop,"[""services_and_business"",""professional_service"",""electronics_repair_shop""]",
478687,elementary_school,elementary_school,elementary_school,"[""education"",""school"",""elementary_school""]",
8476,elevator_service,b2b_service,elevator_service,"[""services_and_business"",""professional_service"",""elevator_service""]",
19351,embassy,government_office,embassy,"[""community_and_government"",""embassy""]",
1478,embroidery_and_crochet,art_craft_hobby_store,embroidery_and_crochet_store,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""craft_store"",""embroidery_and_crochet_store""]",
4555,emergency_medicine,healthcare_location,emergency_medicine,"[""health_care"",""doctor"",""emergency_medicine""]",
780,emergency_pet_hospital,animal_hospital,emergency_pet_hospital,"[""lifestyle_services"",""pets"",""veterinary_care"",""emergency_pet_hospital""]",
1410,emergency_roadside_service,emergency_roadside_service,emergency_roadside_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""roadside_assistance"",""emergency_roadside_service""]",
14246,emergency_room,emergency_room,emergency_room,"[""health_care"",""emergency_room""]",
1383,emergency_service,ambulance_ems_service,ambulance_and_ems_service,"[""health_care"",""ambulance_and_ems_service""]",
6681,emissions_inspection,vehicle_service,emissions_inspection,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""emissions_inspection""]",
236,empanadas,restaurant,empanada_restaurant,"[""food_and_drink"",""restaurant"",""latin_american_restaurant"",""empanada_restaurant""]",
113326,employment_agencies,human_resource_service,employment_agency,"[""services_and_business"",""professional_service"",""employment_agency""]",
7699,employment_law,attorney_or_law_firm,employment_law,"[""services_and_business"",""professional_service"",""lawyer"",""employment_law""]",
3,ems_training,healthcare_location,ems_training,"[""sports_and_recreation"",""sports_and_fitness_instruction"",""ems_training""]",
6090,endocrinologist,internal_medicine,endocrinologist,"[""health_care"",""doctor"",""endocrinologist""]",
5949,endodontist,dental_care,endodontist,"[""health_care"",""dentist"",""endodontist""]",
30,endoscopist,healthcare_location,endoscopist,"[""health_care"",""doctor"",""endoscopist""]",
33034,energy_company,utility_energy_infrastructure,energy_company,"[""services_and_business"",""business"",""energy_company""]",
30709,energy_equipment_and_solution,b2b_supplier_distributor,energy_equipment_and_solution,"[""services_and_business"",""business_to_business"",""business_equipment_and_supply"",""energy_equipment_and_solution""]",
622,energy_management_and_conservation_consultants,b2b_service,energy_management_and_conservation_consultant,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""environmental_and_ecological_service"",""energy_management_and_conservation_consultant""]",
5191,engine_repair_service,auto_repair_service,engine_repair_service,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""engine_repair_service""]",
403,engineering_schools,college_university,engineering_school,"[""education"",""college_university"",""engineering_school""]",
135794,engineering_services,engineering_service,engineering_service,"[""services_and_business"",""professional_service"",""construction_service"",""engineering_service""]",
382,engraving,media_service,engraving,"[""services_and_business"",""professional_service"",""engraving""]",
165,entertainment_law,attorney_or_law_firm,entertainment_law,"[""services_and_business"",""professional_service"",""lawyer"",""entertainment_law""]",
204,environmental_abatement_services,b2b_service,environmental_abatement_service,"[""services_and_business"",""professional_service"",""environmental_abatement_service""]",
11546,environmental_and_ecological_services_for_businesses,b2b_service,environmental_and_ecological_service_for_business,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""environmental_and_ecological_service_for_business""]",
7063,environmental_conservation_and_ecological_organizations,conservation_organization,environmental_conservation_organization,"[""community_and_government"",""organization"",""environmental_conservation_organization""]",
18690,environmental_conservation_organization,conservation_organization,environmental_conservation_organization,"[""community_and_government"",""organization"",""environmental_conservation_organization""]",
6,environmental_medicine,healthcare_location,environmental_medicine,"[""health_care"",""environmental_medicine""]",
99,environmental_renewable_natural_resource,b2b_service,environmental_renewable_natural_resource,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""environmental_and_ecological_service_for_business"",""environmental_renewable_natural_resource""]",
2530,environmental_testing,b2b_service,environmental_testing,"[""services_and_business"",""professional_service"",""environmental_testing""]",
2181,episcopal_church,christian_place_of_worshop,anglican_or_episcopal_place_of_worshop,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""christian_place_of_worshop"",""protestant_place_of_worship"",""anglican_or_episcopal_place_of_worshop""]",
26951,equestrian_facility,equestrian_facility,equestrian_facility,"[""sports_and_recreation"",""sports_and_recreation_venue"",""horse_riding"",""equestrian_facility""]",
171,erotic_massage,entertainment_location,erotic_massage_venue,"[""arts_and_entertainment"",""nightlife_venue"",""adult_entertainment_venue"",""erotic_massage_venue""]",
9943,escape_rooms,escape_room,escape_room,"[""arts_and_entertainment"",""gaming_venue"",""escape_room""]",
2817,escrow_services,real_estate_service,escrow_service,"[""services_and_business"",""real_estate"",""real_estate_service"",""escrow_service""]",
609,esports_league,sport_league,esports_league,"[""sports_and_recreation"",""sports_club_and_league"",""esports_league""]",
393,esports_team,sport_team,esports_team,"[""sports_and_recreation"",""sports_club_and_league"",""esports_team""]",
251,estate_liquidation,real_estate_service,estate_liquidation,"[""services_and_business"",""real_estate"",""estate_liquidation""]",
2877,estate_planning_law,attorney_or_law_firm,estate_planning_law,"[""services_and_business"",""professional_service"",""lawyer"",""estate_planning_law""]",
49,esthetician,personal_service,esthetician,"[""lifestyle_services"",""beauty_service"",""skin_care_and_ makeup"",""esthetician""]",
2321,ethical_grocery,grocery_store,ethical_grocery_store,"[""shopping"",""food_and_beverage_store"",""grocery_store"",""ethical_grocery_store""]",
1709,ethiopian_restaurant,restaurant,ethiopian_restaurant,"[""food_and_drink"",""restaurant"",""african_restaurant"",""east_african_restaurant"",""ethiopian_restaurant""]",
11982,european_restaurant,restaurant,european_restaurant,"[""food_and_drink"",""restaurant"",""european_restaurant""]",
50175,ev_charging_station,ev_charging_station,ev_charging_station,"[""travel_and_transportation"",""automotive_and_ground_transport"",""fueling_station"",""ev_charging_station""]",
33490,evangelical_church,christian_place_of_worshop,protestant_place_of_worship,"[""cultural_and_historic"",""religious_organization"",""place_of_worship"",""christian_place_of_worshop"",""protestant_place_of_worship""]",
109659,event_photography,photography_service,event_photography,"[""services_and_business"",""professional_service"",""event_planning"",""event_photography""]",
808932,event_planning,event_or_party_service,event_planning,"[""services_and_business"",""professional_service"",""event_planning""]",
11935,event_technology_service,event_or_party_service,event_technology_service,"[""services_and_business"",""professional_service"",""event_planning"",""event_technology_service""]",
14725,excavation_service,home_service,excavation_service,"[""services_and_business"",""home_service"",""excavation_service""]",
643,executive_search_consultants,business_management_service,executive_search_consultants,"[""services_and_business"",""business_to_business"",""business_to_business_service"",""business_management_service"",""executive_search_consultants""]",
26,exhaust_and_muffler_repair,auto_repair_service,exhaust_and_muffler_repair,"[""travel_and_transportation"",""automotive_and_ground_transport"",""automotive"",""automotive_services_and_repair"",""automotive_repair"",""exhaust_and_muffler_repair""]",
226,exhibition_and_trade_center,event_space,exhibition_and_trade_fair_venue,"[""arts_and_entertainment"",""event_venue"",""exhibition_and_trade_fair_venue""]",
844,exporters,import_export_company,exporter,"[""services_and_business"",""business_to_business"",""import_export_service"",""exporter""]",
81,exterior_design,home_service,exterior_design,"[""services_and_business"",""home_service"",""exterior_design""]",
29966,eye_care_clinic,eye_care,eye_care_clinic,"[""health_care"",""eye_care_clinic""]",
454,eyebrow_service,beauty_salon,eyebrow_service,"[""lifestyle_services"",""beauty_service"",""eyebrow_service""]",
1119,eyelash_service,beauty_salon,eyelash_service,"[""lifestyle_services"",""beauty_service"",""eyelash_service""]",
191336,eyewear_and_optician,eyewear_store,eyewear_store,"[""shopping"",""fashion_and_apparel_store"",""eyewear_store""]",
57780,fabric_store,art_craft_hobby_store,fabric_store,"[""shopping"",""specialty_store"",""arts_and_crafts_store"",""fabric_store""]",
285,fabric_wholesaler,wholesaler,fabric_wholesaler,"[""services_and_business"",""business_to_business"",""wholesaler"",""fabric_wholesaler""]",
38,face_painting,event_or_party_service,face_painting,"[""services_and_business"",""professional_service"",""event_planning"",""face_painting""]",
13163,fair,fairgrounds,fairgrounds,"[""arts_and_entertainment"",""festival_venue"",""fairgrounds""]",
1078,falafel_restaurant,restaurant,falafel_restaurant,"[""food_and_drink"",""restaurant"",""middle_eastern_restaurant"",""falafel_restaurant""]",
3800,family_counselor,mental_health,family_counselor,"[""health_care"",""counseling_and_mental_health"",""family_counselor""]",
49775,family_practice,family_medicine,family_practice,"[""health_care"",""doctor"",""family_practice""]",
401,family_service_center,family_service,family_service_center,"[""community_and_government"",""family_service_center""]",
